,friend,line
126,Ross," Well, you should’ve seen the guy that she used to go out with. I
mean, he’s like Joe Rugby."
127,Phoebe," You’re kidding! And he plays rugby?! That’s so funny.
(Realises) Ohh! I see how you did that. All right."
128,Ross," Anyway, she thought the very idea of me playing rugby with him was
like hilarious. So I’m gonna show her how tough I really am!"
129,Rachel," (starts laughing, Ross stares at her) I’m sorry. I’m sorry.
You’re right, you are a tough guy. You’re the toughest palaeontologist I know."
130,Joey," All right, come on look, Ross can take care of himself! It’s not like
he’s…Chandler!"
131,Chandler, (from his bedroom) Thanks!
132,Ross," Look, don’t worry about me. Okay? I’ll just stay real energetic
and stay away from the ball. I’ll uh, I’ll be that guy right out of the circle.
(He points to a player who starts running and then gets viscously tackled from behind.)"
134,Rachel," Oh, well maybe there was a dog lookin’ at him."
138,Joey," Ross-Ross-Ross-Ross! Stay away from that guy (Points), and that guy
(Points). And that one—Dude! They’re all huge!"
139,Ross, They don’t look any bigger than me!
140,Joey," Well, maybe that’s because you’re closer to you. So you look
bigger to you from where you are."
142,Ross, All right.
145,Phoebe, (to the player) Hi.
147,Phoebe, Whoa! (The player leaves and to Joey) I kinda liked it.
149,Ross," Okay, I know what I have to do. I’ve got to go Red Ross. (Joey and
Phoebe don’t know what he’s talking about.) Y’know, Red Ross!"
150,Joey, I totally don’t know what you’re talking about.
151,Ross," Come on! The time we were all waiting in line for Dances With Wolves and
that one guy cut in line in front of us and I just lost it?! Screamed at him! Turned all
red! Red Ross!!"
152,Joey, No.
153,Ross, You’ll see.
163,Ross, JOEY!!!!!!
165,Rachel," You…are…not going to believe it! Joshua came into work today,
and guess what happened?"
166,Monica, He asked you out?!
167,Rachel, No. But I was showing him some cufflinks and I felt his pulse.
168,Monica, Saucy!
169,Rachel, (refers to the table) What are these?
170,Monica, Electrical plans for the building.
171,Rachel," Okay, okay, okay should I be scared?"
172,Monica," I know that switch does something, okay? So-so I went down to city hall
and got these. All I had to do was pay $25 and wait in line for three hours."
173,Rachel, Wow! If only more people knew.
175,Chandler," Y’know you, really didn’t have to take me to the airport."
177,Chandler," Well, we’re really not that close. (Pause) Okay, so I guess this
is uh, good-bye then."
179,Chandler," Okay. Then I guess it’s just, wait here then. (Hands her the sign
that says, Wait Here."") (To the ticket agent) Hi. I need one fake ticket to Yemen."
181,Chandler," Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket."
183,Chandler, What would you give to a kid if he wanted a ticket to play with?
185,Chandler," No. All right, y’know what, she’s (Points to Janice) gonna
think that I’m handing you a credit card, but what I’m really gonna do is hand
you a library card."
188,Chandler, (to the ticket agent) American Express?
191,Phoebe," No offence but, y’know sometimes it’s hard to understand you,
y’know with the accent, so…"
195,Ross," Did you see me? I was pretty good, huh? That is one fun game!"
197,Ross," (to Emily) Hey, could you do me a favour? Could you just grab me a bottle
of water? "
199,Ross," Thanks. (When she’s gone he collapses into Joey.) I-I think I’m
dying. I really do. "
200,Phoebe," Oh, poor baby."
201,Ross," (to Phoebe) Tell my son that I love him. (Emily returns with the water.)
Excellent! Well, okay, I gotta have some more fun!"
203,Ross," (whines ""No."") That’s not true!"
204,Phoebe, She’s right! You have to stop!
205,Ross," What? No! No, I’m not stopping. I’m Red Ross!"
206,Joey," Dude, if you go back out there, you’re gonna be Dead Ross!"
207,Ross, I don’t care! I am not quitting! I insist on finishing this game!
209,Ross," No, God no! That is no place for a woman. Those guys will grab anything."
211,Ross, I like that.
213,Ross, Huh?
215,Ross," All right, bad ankle, got it!"
217,Ross," Yeah? I can use that, trick hip, no cup, okay! Okay!"
219,Ross," But-but, Liam’s on my team."
221,Ross," I’m gonna go get him! Okay, I am going back in! (Squeals like a
madman.)"
222,Joey, The Red Ross! Okay.
224,Rachel, Hey!
225,Monica, Hi!
226,Rachel," (noticing a bunch of pictures around the door that weren’t there
originally.) What-what are-what are these?"
227,Monica," Oh, just some pictures I made and hung up. I thought they’d
brighten up the place. They do don’t you think?"
229,Monica," No-no-no, no!"
231,Monica," I know that there’s no hole there, I just really liked that
picture."
233,Rachel, Oh my God! Look at this!
234,Monica," Okay, but there is a wire back there! I mean that switch is
connected to something!"
235,Rachel, I don’t care! The wires have come loose in your head!
236,Monica," I just thought that if I could follow the wire I could find out what it
did."
237,Rachel, And did you?!
238,Monica," No. It disappears back there behind that baseboard. For a minute there,
I thought it went downstairs."
240,Monica, But it didn’t. Say hello to Mrs. Chatracus.
241,Rachel, Oh my God.
243,Rachel," Hello, Mrs. Chatracus."
245,Phoebe," Now, are you sure you don’t want to go see a doctor?"
246,Ross," Oh no! That-that’ll just bring me down! This was great! I mean I-I-I
was great! This is a great day! Y’know what? I’m buying everyone coffee. All
right? If someone would just grab my wallet, it’s in my pocket. "
247,Joey," Yeah, sure."
248,Ross," No, not you. (Emily gets it.)"
249,Joey," Uhh, look, your eye’s still popping out a little, I’m gonna go
get some ice."
250,Phoebe," Ooh, ice! I am so in the mood for ice! (They go and get the coffee and
the ice leaving Ross and Emily alone.)"
252,Ross," Oh, I kinda was, wasn’t I?"
254,Ross," I made a man twice my size cry. I mean, I haven’t done that since I
was four and I washed my dad’s Porsche with rocks."
256,Ross," Please! Are you kidding? I-I hurt three huge men, I gave a guy a bloody
nose—I mean I-I’m not proud of it but, I really am. And it’s all because of
you, wonderful, amazing you."
258,Ross," No, no, I’m serious. Thank you."
260,Ross," It’s worth the pain. (She goes to hug him again.) Y’know what,
you know what? It’s not."
263,Chandler," Well, I-I guess I gotta go."
265,Chandler," Well, just until we find an energy source to replace fuel."
267,Chandler," Okay, good-bye. Good-bye. "
270,Chandler, No!
272,Chandler," Janice! There you are! There you are! I had to have one last kiss, and
also-also you said that you were going to leave right after I got on the plane!"
274,Chandler," Well, I then guess I’m going to Yemen! I’m going to Yemen!
(To this old woman also going to Yemen.) When we get to Yemen, can I stay with you?"
277,Monica," All right. The super couldn’t figure out what it did. A $200 an
hour electrician couldn’t figure out what it did. I’ve had seven pretty serious
shocks. I officially give up."
278,Rachel, Thank God.
279,Monica," I guess Joey was right, it does nothing."
281,Phoebe," See? I’m doing it. I am totally doing it. (Suddenly it stops
working.) I lost it."
0,Monica, What is it hon?
1,Phoebe," I-I can’t find anything that I want to eat! Everything I eat makes
me nauseous! I’m telling you, being pregnant is no piece of cake—ooh! Cake!
(Chandler shrugs, and Phoebe grimaces.) No."
2,Monica," Aww, honey I’m sorry."
3,Phoebe," God! Ooh! What is that smell? It’s coming from the bathroom. Ooh!
(She goes to the bathroom.)"
4,Chandler, Wow! Pregnancy does give you some weird cravings.
6,Joey, Yeah?
7,Phoebe," It’s me. It’s Phoebe. Listen there’s something in here I
want to eat, what-what smells so good?"
9,Joey, Is it the shampoo? It’s guava.
10,Phoebe, (she smells his head) No!
11,Joey, Oh! Wait-wait! (Reaches inside the shower.) Is it my bologna sandwich?
12,Phoebe," Yes. Yes. Yes. I can’t believe it! The baby wants bologna! Maybe he
wants me to eat meat? I can’t eat meat!"
13,Joey," Oh, wait-wait! (Reaches into the shower again.) Maybe it’s a pickle?!"
17,Chandler, What are you writing?
18,Rachel," Well, Joshua’s coming in tomorrow and since I don’t have the
guts to ask him out, I’m going to sell him a coat and put this note in the pocket."
19,Chandler," Oh yeah? (He grabs the pad and starts reading it.) Joshua, give me a
call sometime, guys like you (Pause) never go out of style—what did you throw away?"
21,Chandler, Hi guys!
23,Joey," Hey, what have you guys been up too?"
24,Ross," Oh, we went to see a collection of Victorian doorknobs and the
Cupert-Hewitt museum."
25,Chandler, Without me?!
27,Ross, Yeah.
29,Monica," I don’t know how museums work in England but, here, you’re not
supposed to take stuff."
31,Ross, Bye. (They kiss.)
33,Joey, Wow! You guys seem to be having a good time.
34,Ross," Oh yeah, she’s-she’s amazing. And-and she’s so much fun.
And! Y’know what? When I’m with her, I’m fun! I even signed up for
helicopter classes. (Chandler is shocked.) She’s leaving in two days, I don’t
have to do it."
35,Monica," Oh no, two days, you must be bummed."
36,Ross," Yeah, she’s got to go back to London. But you know what? I’ve
been prepared for this from the start. We both knew we had two weeks together, and
that’s it. Y’know."
37,Joey, Hey that’s what all my relationships are like.
38,Chandler," Yes, but in Ross’s case, they both know in two weeks
that’s it."
40,Ross, Pheebs!
42,Ross, (starts rubbing her belly) Hello! Hello!
43,Phoebe," (angered by the rubbing) Yes! I know! I know! Yeah! So the baby is
totally craving meat. This afternoon I tried tricking it, I made it a soy-burger to make
it think it was getting meat, y’know? And I got nauseous."
44,Chandler, Maybe that’s because soy-burgers suck!
45,Phoebe, Being pregnant is tough on your tummy.
46,Joey," Hey, but at least you got that cool, pregnant lady glow."
47,Phoebe," That’s sweat. You throw up all morning, you’ll have that glow
too."
50,Rachel," Oh, here’s that trench-coat that you wanted."
52,Rachel, Yeah?
54,Rachel," (stopping him) Oh no-no, no-no, they don’t want you to put your
hands in the pockets until you are out of the store."
56,Rachel," Well, that’s because of a lot of…(She imitates someone picking
their nose and placing the treasure found in the pockets.)"
58,Rachel, I know!
60,Rachel, Oh?
62,Rachel," Well, congratulations, so do you love her?"
64,Rachel," Huh. Well, uh, that’s uh, that’s interesting. (She goes over
and retrieves her note.)"
66,Rachel," Oh, it’s just an anti-theft device."
68,Rachel," You need that, you need that too ‘cause obviously, a thief could
just tear this up. (Rips up the note.)"
70,Rachel," Oops, sorry. Listen, we-we have to have a party tonight! Actually, we
have to have one in five minutes, so everybody cancel your plans."
71,Chandler, What are you talking about?
72,Joey," Yeah, what’ going on?"
73,Rachel," We have to have a surprise Bon Voyage party for Emily. But it’s
actually for Joshua. (Starts handing out party hats.) Look, he said he’s not ready to
date, so I had to invite him to a party if I wanted to see him outside of work, and now I
have the perfect opportunity to seduce him! (Hands Ross a party hat.)"
74,Ross," Well, as much as I’d like to meet Josh and warn him, Emily and I
aren’t going to be here. All right? I mean, she’s going to come by first to say
good-bye, and then I’ve got a whole special evening planned. So I’m sorry, no
party."
75,Joey, Awwww!
77,Rachel, Surprise!!!
80,Rachel," Well, it was all Ross’s idea."
82,Ross, You really didn’t know?
84,Chandler," Why are you in here if Joshua is all the way over there? (Points to
the living room.)"
85,Rachel," Uhh, because I’m trying to play hard to get. Oh, quick he’s
looking over here, say something funny."
86,Chandler, Like what?
88,Joey, What-what-what is so funny?
89,Chandler," I said, ""Like what?"""
90,Joey, Now that’s a thinker.
91,Rachel," Okay, y’know what, y’know what? This playing hard to get thing
is not working. Umm, hand-hand me those cherries. (Chandler does so.) Okay. Okay. (She
does a little sexy walk over to where Joshua is standing.) Hi!"
93,Rachel, Care for a cherry?
95,Rachel," No? Y’know, I can tie one of these into a knot using just my
tongue. "
98,Ross, (interrupting Monica and Emily) So we should probably get going soon.
